1,6460f45289ce,2.9941277938068764,3.085609434195803
1,342387943c93,2.7019655531657643,1.5831166745789171
1,b4fbf9b75b9d,12.258951987305425,3.3190966385605885
1,006b8ea102e0,2.9528569818793353,3.040128629920415
1,206be778df58,1.6052915943101407,1.989725130975984
1,547595e2e6cd,11.58245737014007,1.6322358802839418
1,90f05254a8d8,6.636427205619608,2.895049858905002
2,40313cc5b8fc,9.17668185005948,1.827006932193218
2,6460f45289ce,2.229652507105282,2.2323499230125146
2,006b8ea102e0,3.0517806696921665,3.1236281719488552
2,342387943c93,2.679832653703707,1.3168679420817269
2,206be778df58,1.6013524063874054,1.9891046402145807
2,547595e2e6cd,12.17681127965532,2.2228347215274797
2,daa1195f5ade,8.759371795067223,3.5020387299760807
2,90f05254a8d8,4.053250639561235,2.108113076603927
2,b8ee6568d217,8.763840641419675,3.619937780664556
3,40313cc5b8fc,11.671091597737107,1.4994608963036695
3,006b8ea102e0,2.7908619947150566,2.675012457482893
3,206be778df58,2.622848317931375,1.9026193618944824
3,342387943c93,2.3358239667539293,1.5900896636282549
3,4c49e3c7774f,4.27431120220788,5.046403117805561
3,daa1195f5ade,6.852838499773631,1.045497996796239
3,90f05254a8d8,5.886171016472206,2.658473188536017
4,342387943c93,1.908717598299364,1.7085738862148914
4,006b8ea102e0,2.227013656941484,2.2309820623823686
4,4c49e3c1bc3d,1.9456838694799536,2.368937092621577
4,206be778df58,1.5999955500304914,1.989262708783629
4,4c49e3c7774f,3.3926993649364867,2.9730133663924248
4,90f05254a8d8,3.841062690419948,2.906840410215988
4,b8ee6568d217,9.825122618441085,1.93570746999676
5,6460f45289ce,2.9497065548063,2.8147828182861185
5,342387943c93,2.6164535799137845,1.708831196317775
5,945330144697,3.996782420721999,2.0034630395483335
5,daa1195f5ade,7.382294995981475,1.1646968020001165
5,4c49e3c1bc3d,6.138942017700848,3.0700394407918377
5,40313cc5b8fc,11.66612572917952,1.5423506198726706
5,006b8ea102e0,2.793552947993839,2.6763052213562686
5,4c49e3c7774f,4.183752531792872,3.638179520154047
5,b8ee6568d217,9.406612121210872,3.3607172410138193
5,90f05254a8d8,1.6006687383024882,1.9122962263986074
6,b4fbf9b7505d,11.676473843627026,1.5242027878241766
6,6460f45289ce,2.2204669122228693,2.2298388695276508
6,342387943c93,2.150733303713341,1.5832647116043033
6,945330144697,3.1385766200638345,2.314392186603324
6,daa1195f5ade,11.042717877676786,1.7240606121900368
6,006b8ea102e0,2.2209847827080305,2.2290307862081686
6,4c49e3c1bc3d,3.612249448822355,1.4009350358446442
6,b4fbf9b74a7d,4.9017833144196485,3.7266713009929813
6,40313cc5b8fc,10.147434092159102,2.1178697801875703
6,40313ce18e9e,12.286277859532776,3.2705692182801327
6,206be778df58,1.5923172892701478,1.9903787402968869
6,4c49e3c7774f,2.4067253072810466,3.2919216510233342
6,90f05254a8d8,1.8293209423005719,1.7125569176658475
7,b4fbf9b7505d,9.38607834820516,3.0875465274597484
7,6460f45289ce,2.5692698550846083,2.455053575050583
7,342387943c93,1.8987303868176753,1.3655950691271264
7,945330144697,3.6170347685733795,1.423396190427383
7,b4fbf9b75b9d,3.965494028148651,3.178307614892222
